"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"3200",3200,"Food Processing","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3201",3201,"Food Processing","Resting","Resting","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3202",3202,"Food Processing","Resting","Exploring","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3203",3203,"Food Processing","Resting","Exploring","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3204",3204,"Food Processing","Resting","Exploring","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3205",3205,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3206",3206,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3207",3207,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3208",3208,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3209",3209,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3210",3210,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3211",3211,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3212",3212,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3213",3213,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3214",3214,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3215",3215,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3216",3216,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3217",3217,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3218",3218,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3219",3219,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3220",3220,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3221",3221,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3222",3222,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3223",3223,"Food Processing","Resting","Self Maintenance","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3224",3224,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3225",3225,"Food Processing","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3226",3226,"Exploring","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Exploring","Resting","Brood Care"
"3227",3227,"Exploring","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3228",3228,"Exploring","Resting","Antennating Nestmate","Resting","Grooming","Antennating Nestmate","Food Processing","Resting","Brood Care"
"3229",3229,"Exploring","Resting","Antennating Nestmate","Resting","Grooming","Exploring","Food Processing","Resting","Brood Care"
"3230",3230,"Exploring","Resting","Antennating Nestmate","Resting","Grooming","Exploring","Food Processing","Resting","Brood Care"
"3231",3231,"Exploring","Resting","Antennating Nestmate","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3232",3232,"Exploring","Resting","Antennating Nestmate","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3233",3233,"Exploring","Resting","Exploring","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3234",3234,"Exploring","Resting","Exploring","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3235",3235,"Exploring","Resting","Exploring","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3236",3236,"Exploring","Resting","Exploring","Exploring","Resting","Exploring","Exploring","Resting","Brood Care"
"3237",3237,"Exploring","Resting","Exploring","Exploring","Resting","Exploring","Exploring","Resting","Brood Care"
"3238",3238,"Food Processing","Resting","Exploring","Exploring","Resting","Exploring","Exploring","Resting","Brood Care"
"3239",3239,"Food Processing","Resting","Exploring","Exploring","Resting","Exploring","Exploring","Resting","Brood Care"
"3240",3240,"Food Processing","Resting","Exploring","Exploring","Resting","Exploring","Food Processing","Resting","Brood Care"
"3241",3241,"Food Processing","Resting","Exploring","Exploring","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3242",3242,"Trash Maintenance","Resting","Exploring","Antennating Nestmate","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3243",3243,"Trash Maintenance","Resting","Exploring","Exploring","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3244",3244,"Antennating Nestmate","Resting","Exploring","Nest Maintenance","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3245",3245,"Antennating Nestmate","Resting","Exploring","Nest Maintenance","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3246",3246,"Antennating Nestmate","Resting","Exploring","Nest Maintenance","Resting","Trash Maintenance","Food Processing","Resting","Brood Care"
"3247",3247,"Trash Maintenance","Resting","Resting","Nest Maintenance","Resting","Trash Maintenance","Exploring","Resting","Brood Care"
"3248",3248,"Trash Maintenance","Resting","Resting","Nest Maintenance","Resting","Trash Maintenance","Exploring","Resting","Brood Care"
"3249",3249,"Food Processing","Resting","Resting","Nest Maintenance","Resting","Trash Maintenance","Exploring","Resting","Brood Care"
"3250",3250,"Food Processing","Resting","Resting","Nest Maintenance","Resting","Resting","Exploring","Resting","Brood Care"
"3251",3251,"Food Processing","Resting","Resting","Nest Maintenance","Resting","Resting","Exploring","Resting","Brood Care"
"3252",3252,"Food Processing","Resting","Resting","Nest Maintenance","Resting","Resting","Exploring","Resting","Brood Care"
"3253",3253,"Food Processing","Resting","Resting","Nest Maintenance","Resting","Resting","Exploring","Resting","Brood Care"
"3254",3254,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3255",3255,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3256",3256,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3257",3257,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3258",3258,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3259",3259,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3260",3260,"Exploring","Resting","Resting","Grooming","Resting","Resting","Exploring","Resting","Brood Care"
"3261",3261,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3262",3262,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3263",3263,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3264",3264,"Antennating Nestmate","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3265",3265,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3266",3266,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3267",3267,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3268",3268,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3269",3269,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3270",3270,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3271",3271,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3272",3272,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3273",3273,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3274",3274,"Food Processing","Resting","Resting","Exploring","Resting","Resting","Exploring","Resting","Brood Care"
"3275",3275,"Food Processing","Resting","Resting","Exploring","Resting","Resting","Exploring","Resting","Brood Care"
"3276",3276,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3277",3277,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Resting","Exploring","Resting","Brood Care"
"3278",3278,"Food Processing","Resting","Resting","Exploring","Resting","Resting","Exploring","Resting","Brood Care"
"3279",3279,"Exploring","Resting","Resting","Exploring","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"3280",3280,"Exploring","Resting","Resting","Grooming","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"3281",3281,"Exploring","Resting","Resting","Grooming","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"3282",3282,"Exploring","Resting","Resting","Grooming","Resting","Resting","Antennating Nestmate","Resting","Brood Care"
"3283",3283,"Exploring","Resting","Resting","Grooming","Resting","Trash Maintenance","Antennating Nestmate","Resting","Brood Care"
"3284",3284,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Trash Maintenance","Antennating Nestmate","Resting","Brood Care"
"3285",3285,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Trash Maintenance","Exploring","Resting","Brood Care"
"3286",3286,"Exploring","Resting","Resting","Antennating Nestmate","Resting","Trash Maintenance","Exploring","Resting","Brood Care"
"3287",3287,"Exploring","Resting","Resting","Grooming","Resting","Food Processing","Exploring","Resting","Brood Care"
"3288",3288,"Exploring","Resting","Resting","Grooming","Resting","Food Processing","Exploring","Resting","Brood Care"
"3289",3289,"Food Processing","Resting","Resting","Grooming","Resting","Food Processing","Exploring","Resting","Brood Care"
"3290",3290,"Food Processing","Resting","Resting","Grooming","Resting","Food Processing","Exploring","Resting","Brood Care"
"3291",3291,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Food Processing","Exploring","Resting","Brood Care"
"3292",3292,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Food Processing","Exploring","Resting","Brood Care"
"3293",3293,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3294",3294,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3295",3295,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3296",3296,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3297",3297,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3298",3298,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Exploring","Exploring","Resting","Brood Care"
"3299",3299,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3300",3300,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3301",3301,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
"3302",3302,"Food Processing","Resting","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Exploring","Resting","Brood Care"
